Email Subject,Email Body,Time Sent,Response Time,Level,Engagement score
Partnership Proposal,I am following up on our last conversation. Let me know if you need anything.,2023-10-21 19:59:00,2023-10-22 03:59:00,High,85
Partnership Proposal,Here is an update on the project progress. Let us know your thoughts.,2023-12-10 04:01:00,2023-12-10 10:01:00,High,64
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-07-12 20:22:00,2023-07-13 00:22:00,Hot,71
Feedback Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-05-16 07:36:00,2023-05-16 17:36:00,High,85
Special Offer,Here is an update on the project progress. Let us know your thoughts.,2023-08-11 16:54:00,2023-08-11 17:54:00,Hot,72
Monthly Report,Attached is the monthly report. Please review it and share feedback.,2023-08-28 10:02:00,2023-08-28 17:02:00,High,70
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-04-10 19:29:00,2023-04-11 07:29:00,High,82
Product Offering,Attached is the monthly report. Please review it and share feedback.,2023-08-18 21:17:00,2023-08-21 12:17:00,Cold,19
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-09-04 22:06:00,2023-09-05 10:06:00,High,83
Webinar Invitation,We would appreciate your feedback on our recent collaboration.,2023-04-26 02:51:00,2023-04-26 13:51:00,High,98
Product Offering,Join our upcoming webinar on industry trends. Register now!,2023-12-30 16:40:00,2023-12-30 20:40:00,Hot,62
Meeting Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-06-30 15:36:00,2023-06-30 23:36:00,High,62
Monthly Report,Attached is the monthly report. Please review it and share feedback.,2023-11-15 07:07:00,2023-11-15 13:07:00,High,69
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-05-13 22:45:00,2023-05-15 08:45:00,Cold,31
Follow Up,Attached is the monthly report. Please review it and share feedback.,2023-01-23 01:32:00,2023-01-23 02:32:00,Hot,81
Partnership Proposal,Don't miss out on our special discount offers this week!,2023-08-19 17:17:00,2023-08-19 19:17:00,Hot,62
Follow Up,Your contract renewal is coming up. Let's schedule a discussion.,2023-09-18 03:18:00,2023-09-18 09:18:00,High,100
Contract Renewal,We would appreciate your feedback on our recent collaboration.,2023-09-24 14:52:00,2023-09-24 20:52:00,High,97
Monthly Report,Join our upcoming webinar on industry trends. Register now!,2023-10-14 10:27:00,2023-10-15 15:27:00,Cold,0
Monthly Report,Your contract renewal is coming up. Let's schedule a discussion.,2023-06-11 04:12:00,2023-06-12 14:12:00,Cold,34
Partnership Proposal,I am following up on our last conversation. Let me know if you need anything.,2023-03-13 02:18:00,2023-03-13 05:18:00,Hot,96
Monthly Report,Here is an update on the project progress. Let us know your thoughts.,2023-07-18 03:13:00,2023-07-18 11:13:00,High,67
Follow Up,We would love to discuss a potential partnership. Let's connect!,2023-01-27 21:15:00,2023-01-28 00:15:00,Hot,100
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-10-30 18:45:00,2023-10-30 22:45:00,Hot,72
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-12-24 21:38:00,2023-12-26 16:38:00,Cold,47
Project Update,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-10 02:48:00,2023-03-10 09:48:00,High,82
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-02-28 01:10:00,2023-03-01 20:10:00,Cold,64
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-05-04 22:06:00,2023-05-04 23:06:00,Hot,69
Meeting Request,I am following up on our last conversation. Let me know if you need anything.,2023-10-28 09:37:00,2023-10-28 15:37:00,High,72
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-10-08 05:13:00,2023-10-10 02:13:00,Cold,51
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-04-18 00:52:00,2023-04-18 11:52:00,High,83
Monthly Report,We would appreciate your feedback on our recent collaboration.,2023-06-20 11:29:00,2023-06-20 23:29:00,High,96
Webinar Invitation,Here is an update on the project progress. Let us know your thoughts.,2023-02-24 08:13:00,2023-02-24 19:13:00,High,75
Webinar Invitation,"Hello, we would like to schedule a meeting to discuss your needs.",2023-10-04 03:20:00,2023-10-04 12:20:00,High,64
Webinar Invitation,We would appreciate your feedback on our recent collaboration.,2023-04-21 08:39:00,2023-04-21 19:39:00,High,72
Webinar Invitation,Your contract renewal is coming up. Let's schedule a discussion.,2023-02-15 21:31:00,2023-02-18 12:31:00,Cold,8
Contract Renewal,Your contract renewal is coming up. Let's schedule a discussion.,2023-08-19 06:19:00,2023-08-19 08:19:00,Hot,96
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-09-19 12:01:00,2023-09-19 14:01:00,Hot,64
Follow Up,Attached is the monthly report. Please review it and share feedback.,2023-12-18 12:43:00,2023-12-18 23:43:00,High,81
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-06-23 07:39:00,2023-06-23 09:39:00,Hot,92
Webinar Invitation,Your contract renewal is coming up. Let's schedule a discussion.,2023-07-10 17:20:00,2023-07-11 04:20:00,High,81
Project Update,Don't miss out on our special discount offers this week!,2023-06-21 22:08:00,2023-06-22 10:08:00,High,63
Meeting Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-01-24 02:34:00,2023-01-24 12:34:00,High,91
Monthly Report,We would appreciate your feedback on our recent collaboration.,2023-12-02 05:04:00,2023-12-05 04:04:00,Cold,8
Monthly Report,Here is an update on the project progress. Let us know your thoughts.,2023-08-07 19:33:00,2023-08-10 19:33:00,Cold,28
Feedback Request,We would appreciate your feedback on our recent collaboration.,2023-08-11 11:21:00,2023-08-11 22:21:00,High,91
Monthly Report,Here is an update on the project progress. Let us know your thoughts.,2023-06-01 17:49:00,2023-06-02 05:49:00,High,62
Webinar Invitation,"Hello, we would like to schedule a meeting to discuss your needs.",2023-04-06 16:26:00,2023-04-09 15:26:00,Cold,10
Product Offering,Attached is the monthly report. Please review it and share feedback.,2023-11-28 05:54:00,2023-12-01 00:54:00,Cold,21
Meeting Request,We would love to discuss a potential partnership. Let's connect!,2023-05-16 23:13:00,2023-05-17 02:13:00,Hot,88
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-11-20 00:18:00,2023-11-20 02:18:00,Hot,99
Webinar Invitation,Here is an update on the project progress. Let us know your thoughts.,2023-04-07 17:44:00,2023-04-09 06:44:00,Cold,18
Contract Renewal,We would appreciate your feedback on our recent collaboration.,2023-12-26 08:26:00,2023-12-26 19:26:00,High,82
Project Update,Join our upcoming webinar on industry trends. Register now!,2023-06-05 17:30:00,2023-06-05 21:30:00,Hot,96
Project Update,Your contract renewal is coming up. Let's schedule a discussion.,2023-07-12 06:18:00,2023-07-14 11:18:00,Cold,81
Follow Up,Check out our latest product offerings that might interest you.,2023-11-15 00:28:00,2023-11-15 05:28:00,Hot,100
Follow Up,Don't miss out on our special discount offers this week!,2023-07-13 15:03:00,2023-07-13 22:03:00,High,77
Contract Renewal,Your contract renewal is coming up. Let's schedule a discussion.,2023-09-22 20:50:00,2023-09-24 11:50:00,Cold,70
Project Update,We would appreciate your feedback on our recent collaboration.,2023-06-23 14:09:00,2023-06-23 20:09:00,High,66
Follow Up,Here is an update on the project progress. Let us know your thoughts.,2023-07-21 00:51:00,2023-07-21 08:51:00,High,72
Meeting Request,We would love to discuss a potential partnership. Let's connect!,2023-12-30 01:38:00,2023-12-30 03:38:00,Hot,73
Webinar Invitation,Attached is the monthly report. Please review it and share feedback.,2023-10-04 23:00:00,2023-10-06 11:00:00,Cold,20
Partnership Proposal,Your contract renewal is coming up. Let's schedule a discussion.,2023-11-29 10:33:00,2023-11-29 11:33:00,Hot,90
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-10-30 20:00:00,2023-10-30 21:00:00,Hot,83
Product Offering,Check out our latest product offerings that might interest you.,2023-08-18 16:16:00,2023-08-18 18:16:00,Hot,65
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-09-14 02:09:00,2023-09-16 19:09:00,Cold,35
Meeting Request,We would love to discuss a potential partnership. Let's connect!,2023-08-13 03:53:00,2023-08-13 10:53:00,High,100
Product Offering,Attached is the monthly report. Please review it and share feedback.,2023-12-13 06:50:00,2023-12-15 09:50:00,Cold,11
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-10-25 03:11:00,2023-10-28 03:11:00,Cold,32
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-11-23 12:08:00,2023-11-25 10:08:00,Cold,16
Project Update,Join our upcoming webinar on industry trends. Register now!,2023-08-05 21:14:00,2023-08-06 03:14:00,High,73
Follow Up,Attached is the monthly report. Please review it and share feedback.,2023-01-29 12:07:00,2023-01-30 19:07:00,Cold,6
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-09-27 09:15:00,2023-09-27 18:15:00,High,81
Project Update,Don't miss out on our special discount offers this week!,2023-07-03 06:37:00,2023-07-03 07:37:00,Hot,66
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-03-06 02:23:00,2023-03-06 07:23:00,Hot,85
Contract Renewal,Your contract renewal is coming up. Let's schedule a discussion.,2023-02-13 03:54:00,2023-02-13 07:54:00,Hot,75
Special Offer,Attached is the monthly report. Please review it and share feedback.,2023-12-18 20:46:00,2023-12-18 23:46:00,Hot,67
Partnership Proposal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-10-01 15:23:00,2023-10-01 18:23:00,Hot,78
Follow Up,Here is an update on the project progress. Let us know your thoughts.,2023-12-31 02:09:00,2023-12-31 04:09:00,Hot,88
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-11-29 08:13:00,2023-11-30 18:13:00,Cold,86
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-01-25 22:40:00,2023-01-28 13:40:00,Cold,33
Monthly Report,Check out our latest product offerings that might interest you.,2023-07-26 06:06:00,2023-07-26 17:06:00,High,66
Contract Renewal,We would love to discuss a potential partnership. Let's connect!,2023-03-04 16:08:00,2023-03-04 17:08:00,Hot,86
Feedback Request,Attached is the monthly report. Please review it and share feedback.,2023-12-26 18:44:00,2023-12-26 19:44:00,Hot,85
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-11-04 12:15:00,2023-11-05 23:15:00,Cold,27
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-09-02 21:08:00,2023-09-03 07:08:00,High,94
Webinar Invitation,We would appreciate your feedback on our recent collaboration.,2023-08-02 14:45:00,2023-08-03 00:45:00,High,66
Meeting Request,Check out our latest product offerings that might interest you.,2023-06-25 11:50:00,2023-06-25 12:50:00,Hot,86
Monthly Report,Check out our latest product offerings that might interest you.,2023-09-30 04:19:00,2023-09-30 14:19:00,High,89
Special Offer,We would appreciate your feedback on our recent collaboration.,2023-05-23 23:47:00,2023-05-24 06:47:00,High,98
Monthly Report,Here is an update on the project progress. Let us know your thoughts.,2023-12-12 20:01:00,2023-12-12 23:01:00,Hot,70
Follow Up,I am following up on our last conversation. Let me know if you need anything.,2023-04-29 00:28:00,2023-04-29 08:28:00,High,82
Webinar Invitation,Attached is the monthly report. Please review it and share feedback.,2023-10-27 05:17:00,2023-10-29 23:17:00,Cold,48
Webinar Invitation,Your contract renewal is coming up. Let's schedule a discussion.,2023-11-27 02:25:00,2023-11-27 13:25:00,High,76
Contract Renewal,Join our upcoming webinar on industry trends. Register now!,2023-05-28 02:55:00,2023-05-28 12:55:00,High,64
Product Offering,Join our upcoming webinar on industry trends. Register now!,2023-12-15 11:57:00,2023-12-15 16:57:00,Hot,86
Meeting Request,Don't miss out on our special discount offers this week!,2023-05-21 18:13:00,2023-05-21 19:13:00,Hot,84
Product Offering,Check out our latest product offerings that might interest you.,2023-05-29 19:18:00,2023-05-29 23:18:00,Hot,67
Contract Renewal,We would love to discuss a potential partnership. Let's connect!,2023-06-18 01:10:00,2023-06-18 06:10:00,Hot,89
Monthly Report,We would appreciate your feedback on our recent collaboration.,2023-12-29 05:23:00,2023-12-29 07:23:00,Hot,85
Contract Renewal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-02-17 11:04:00,2023-02-20 07:04:00,Cold,79
Product Offering,Don't miss out on our special discount offers this week!,2023-04-15 13:19:00,2023-04-18 08:19:00,Cold,22
Product Offering,Check out our latest product offerings that might interest you.,2023-07-10 11:08:00,2023-07-10 12:08:00,Hot,79
Webinar Invitation,We would appreciate your feedback on our recent collaboration.,2023-02-24 09:22:00,2023-02-24 15:22:00,High,66
Contract Renewal,Don't miss out on our special discount offers this week!,2023-03-21 22:21:00,2023-03-22 03:21:00,Hot,89
Project Update,Your contract renewal is coming up. Let's schedule a discussion.,2023-04-08 01:32:00,2023-04-10 03:32:00,Cold,70
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-08-17 05:54:00,2023-08-17 11:54:00,High,82
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-06-03 14:00:00,2023-06-04 20:00:00,Cold,21
Monthly Report,Here is an update on the project progress. Let us know your thoughts.,2023-08-13 23:00:00,2023-08-15 00:00:00,Cold,4
Contract Renewal,I am following up on our last conversation. Let me know if you need anything.,2023-12-09 11:57:00,2023-12-10 22:57:00,Cold,33
Webinar Invitation,We would love to discuss a potential partnership. Let's connect!,2023-07-06 08:05:00,2023-07-07 15:05:00,Cold,34
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-03-12 19:02:00,2023-03-13 03:02:00,High,96
Webinar Invitation,We would appreciate your feedback on our recent collaboration.,2023-04-09 22:52:00,2023-04-12 02:52:00,Cold,63
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-02-11 19:53:00,2023-02-11 20:53:00,Hot,77
Project Update,I am following up on our last conversation. Let me know if you need anything.,2023-07-28 10:00:00,2023-07-28 12:00:00,Hot,93
Monthly Report,Join our upcoming webinar on industry trends. Register now!,2023-12-31 22:19:00,2024-01-03 15:19:00,Cold,36
Contract Renewal,Check out our latest product offerings that might interest you.,2023-02-21 09:36:00,2023-02-21 10:36:00,Hot,60
Follow Up,We would love to discuss a potential partnership. Let's connect!,2023-02-01 14:35:00,2023-02-04 14:35:00,Cold,64
Partnership Proposal,We would appreciate your feedback on our recent collaboration.,2023-03-16 18:20:00,2023-03-17 02:20:00,High,96
Webinar Invitation,Here is an update on the project progress. Let us know your thoughts.,2023-04-19 10:20:00,2023-04-19 14:20:00,Hot,93
Follow Up,Check out our latest product offerings that might interest you.,2023-08-01 14:24:00,2023-08-03 04:24:00,Cold,97
Meeting Request,I am following up on our last conversation. Let me know if you need anything.,2023-10-03 20:59:00,2023-10-04 04:59:00,High,66
Contract Renewal,We would appreciate your feedback on our recent collaboration.,2024-01-01 21:19:00,2024-01-02 01:19:00,Hot,75
Project Update,Check out our latest product offerings that might interest you.,2023-04-12 10:40:00,2023-04-14 19:40:00,Cold,2
Partnership Proposal,We would appreciate your feedback on our recent collaboration.,2023-01-28 04:03:00,2023-01-28 11:03:00,High,85
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-11-24 00:37:00,2023-11-24 10:37:00,High,83
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-05-23 06:49:00,2023-05-23 11:49:00,Hot,84
Feedback Request,Check out our latest product offerings that might interest you.,2023-03-20 00:38:00,2023-03-20 01:38:00,Hot,77
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-06-24 06:08:00,2023-06-24 08:08:00,Hot,94
Contract Renewal,Here is an update on the project progress. Let us know your thoughts.,2023-03-08 22:05:00,2023-03-09 09:05:00,High,96
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-12-05 01:46:00,2023-12-06 20:46:00,Cold,53
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-10-15 21:18:00,2023-10-16 00:18:00,Hot,100
Contract Renewal,I am following up on our last conversation. Let me know if you need anything.,2023-03-06 02:26:00,2023-03-06 12:26:00,High,96
Monthly Report,Don't miss out on our special discount offers this week!,2023-07-31 05:25:00,2023-07-31 09:25:00,Hot,76
Monthly Report,"Hello, we would like to schedule a meeting to discuss your needs.",2023-11-09 20:28:00,2023-11-11 04:28:00,Cold,53
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-03-05 15:15:00,2023-03-05 17:15:00,Hot,86
Partnership Proposal,We would appreciate your feedback on our recent collaboration.,2023-08-13 11:10:00,2023-08-15 18:10:00,Cold,21
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-07-01 09:03:00,2023-07-04 04:03:00,Cold,3
Feedback Request,We would appreciate your feedback on our recent collaboration.,2023-08-23 20:12:00,2023-08-25 23:12:00,Cold,50
Meeting Request,We would love to discuss a potential partnership. Let's connect!,2023-09-08 19:26:00,2023-09-11 00:26:00,Cold,77
Meeting Request,Here is an update on the project progress. Let us know your thoughts.,2023-12-29 22:09:00,2023-12-31 10:09:00,Cold,49
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-07-03 15:22:00,2023-07-04 01:22:00,High,87
Follow Up,"Hello, we would like to schedule a meeting to discuss your needs.",2023-02-12 10:13:00,2023-02-14 21:13:00,Cold,81
Product Offering,"Hello, we would like to schedule a meeting to discuss your needs.",2023-06-22 10:25:00,2023-06-23 14:25:00,Cold,46
Meeting Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-09-16 20:43:00,2023-09-18 18:43:00,Cold,40
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-10-18 06:02:00,2023-10-18 09:02:00,Hot,64
Monthly Report,Your contract renewal is coming up. Let's schedule a discussion.,2023-09-15 07:07:00,2023-09-15 11:07:00,Hot,94
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-07-30 16:44:00,2023-07-30 18:44:00,Hot,61
Meeting Request,Attached is the monthly report. Please review it and share feedback.,2023-08-29 20:08:00,2023-08-29 22:08:00,Hot,97
Feedback Request,Join our upcoming webinar on industry trends. Register now!,2023-12-24 11:43:00,2023-12-24 12:43:00,Hot,100
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-10-18 18:28:00,2023-10-19 03:28:00,High,96
Monthly Report,Don't miss out on our special discount offers this week!,2023-01-06 21:50:00,2023-01-07 01:50:00,Hot,97
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-04-19 23:10:00,2023-04-20 07:10:00,High,100
Project Update,We would love to discuss a potential partnership. Let's connect!,2023-11-26 18:21:00,2023-11-27 03:21:00,High,99
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-04-21 17:54:00,2023-04-24 08:54:00,Cold,60
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-11-10 20:25:00,2023-11-13 14:25:00,Cold,48
Webinar Invitation,We would love to discuss a potential partnership. Let's connect!,2023-06-30 03:44:00,2023-07-02 18:44:00,Cold,22
Webinar Invitation,Don't miss out on our special discount offers this week!,2023-07-12 09:07:00,2023-07-12 12:07:00,Hot,98
Webinar Invitation,"Hello, we would like to schedule a meeting to discuss your needs.",2023-02-11 07:56:00,2023-02-11 09:56:00,Hot,81
Product Offering,We would love to discuss a potential partnership. Let's connect!,2023-01-29 01:25:00,2023-01-29 08:25:00,High,63
Monthly Report,Don't miss out on our special discount offers this week!,2023-03-28 00:05:00,2023-03-28 01:05:00,Hot,66
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-08-11 02:30:00,2023-08-11 11:30:00,High,80
Feedback Request,Attached is the monthly report. Please review it and share feedback.,2023-07-05 18:04:00,2023-07-06 05:04:00,High,91
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-07-17 12:45:00,2023-07-17 22:45:00,High,93
Special Offer,Your contract renewal is coming up. Let's schedule a discussion.,2023-02-12 10:39:00,2023-02-12 16:39:00,High,80
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-01-08 00:37:00,2023-01-08 09:37:00,High,85
Contract Renewal,Don't miss out on our special discount offers this week!,2023-03-29 23:48:00,2023-03-30 03:48:00,Hot,66
Webinar Invitation,Join our upcoming webinar on industry trends. Register now!,2023-08-11 05:00:00,2023-08-11 13:00:00,High,85
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-12-10 03:23:00,2023-12-10 11:23:00,High,96
Follow Up,We would love to discuss a potential partnership. Let's connect!,2023-03-16 11:16:00,2023-03-18 07:16:00,Cold,24
Project Update,Your contract renewal is coming up. Let's schedule a discussion.,2023-05-03 01:17:00,2023-05-03 06:17:00,Hot,100
Monthly Report,Don't miss out on our special discount offers this week!,2023-06-04 09:36:00,2023-06-06 04:36:00,Cold,55
Monthly Report,Don't miss out on our special discount offers this week!,2023-11-02 09:51:00,2023-11-04 04:51:00,Cold,33
Special Offer,We would appreciate your feedback on our recent collaboration.,2023-10-24 22:14:00,2023-10-26 02:14:00,Cold,6
Monthly Report,Your contract renewal is coming up. Let's schedule a discussion.,2023-04-12 12:02:00,2023-04-12 14:02:00,Hot,78
Product Offering,Join our upcoming webinar on industry trends. Register now!,2023-10-08 18:17:00,2023-10-11 08:17:00,Cold,57
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-12-19 00:37:00,2023-12-20 20:37:00,Cold,76
Monthly Report,Check out our latest product offerings that might interest you.,2023-03-14 18:06:00,2023-03-16 14:06:00,Cold,26
Follow Up,"Hello, we would like to schedule a meeting to discuss your needs.",2023-02-10 01:36:00,2023-02-10 06:36:00,Hot,84
Webinar Invitation,Your contract renewal is coming up. Let's schedule a discussion.,2023-04-09 13:24:00,2023-04-09 15:24:00,Hot,91
Special Offer,Attached is the monthly report. Please review it and share feedback.,2023-09-03 09:07:00,2023-09-05 19:07:00,Cold,60
Monthly Report,Join our upcoming webinar on industry trends. Register now!,2023-02-15 06:21:00,2023-02-15 10:21:00,Hot,66
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-12-24 01:57:00,2023-12-24 06:57:00,Hot,76
Meeting Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-05-05 12:51:00,2023-05-07 13:51:00,Cold,89
Partnership Proposal,Join our upcoming webinar on industry trends. Register now!,2023-06-01 11:15:00,2023-06-01 23:15:00,High,91
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-06-22 04:40:00,2023-06-24 01:40:00,Cold,84
Contract Renewal,Your contract renewal is coming up. Let's schedule a discussion.,2023-04-08 17:25:00,2023-04-11 17:25:00,Cold,17
Meeting Request,We would love to discuss a potential partnership. Let's connect!,2023-10-11 09:42:00,2023-10-11 10:42:00,Hot,75
Webinar Invitation,"Hello, we would like to schedule a meeting to discuss your needs.",2023-03-08 07:40:00,2023-03-08 13:40:00,High,69
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-10-18 03:47:00,2023-10-19 19:47:00,Cold,50
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-02-12 21:08:00,2023-02-14 05:08:00,Cold,71
Partnership Proposal,Don't miss out on our special discount offers this week!,2023-04-17 22:53:00,2023-04-19 10:53:00,Cold,47
Partnership Proposal,We would love to discuss a potential partnership. Let's connect!,2023-09-21 06:26:00,2023-09-23 14:26:00,Cold,28
Contract Renewal,Attached is the monthly report. Please review it and share feedback.,2023-09-16 11:13:00,2023-09-16 16:13:00,Hot,93
Webinar Invitation,We would love to discuss a potential partnership. Let's connect!,2023-07-24 09:43:00,2023-07-24 10:43:00,Hot,85
Meeting Request,Don't miss out on our special discount offers this week!,2023-10-03 17:38:00,2023-10-04 01:38:00,High,99
Product Offering,We would love to discuss a potential partnership. Let's connect!,2023-12-06 12:58:00,2023-12-06 21:58:00,High,82
Webinar Invitation,Here is an update on the project progress. Let us know your thoughts.,2023-10-20 08:34:00,2023-10-20 20:34:00,High,84
Contract Renewal,Check out our latest product offerings that might interest you.,2023-01-01 03:36:00,2023-01-03 21:36:00,Cold,59
Meeting Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-09-02 19:15:00,2023-09-05 18:15:00,Cold,17
Monthly Report,Attached is the monthly report. Please review it and share feedback.,2023-11-02 00:52:00,2023-11-02 12:52:00,High,66
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-12-05 22:51:00,2023-12-06 03:51:00,Hot,70
Project Update,Check out our latest product offerings that might interest you.,2023-10-17 13:13:00,2023-10-17 14:13:00,Hot,63
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-04-26 18:45:00,2023-04-28 20:45:00,Cold,63
Special Offer,Your contract renewal is coming up. Let's schedule a discussion.,2023-09-02 01:51:00,2023-09-04 13:51:00,Cold,12
Webinar Invitation,We would love to discuss a potential partnership. Let's connect!,2023-01-08 02:25:00,2023-01-08 13:25:00,High,70
Feedback Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-07-24 05:57:00,2023-07-24 14:57:00,High,76
Webinar Invitation,Join our upcoming webinar on industry trends. Register now!,2023-08-01 07:26:00,2023-08-01 12:26:00,Hot,83
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-08-02 05:17:00,2023-08-03 16:17:00,Cold,92
Special Offer,We would love to discuss a potential partnership. Let's connect!,2023-09-04 03:58:00,2023-09-04 08:58:00,Hot,69
Meeting Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-02-22 07:07:00,2023-02-22 18:07:00,High,61
Contract Renewal,We would appreciate your feedback on our recent collaboration.,2023-04-08 12:15:00,2023-04-08 16:15:00,Hot,69
Special Offer,Your contract renewal is coming up. Let's schedule a discussion.,2023-01-22 01:53:00,2023-01-22 06:53:00,Hot,68
Feedback Request,Don't miss out on our special discount offers this week!,2023-01-13 20:36:00,2023-01-13 22:36:00,Hot,90
Contract Renewal,We would love to discuss a potential partnership. Let's connect!,2023-09-24 15:40:00,2023-09-25 03:40:00,High,73
Follow Up,Check out our latest product offerings that might interest you.,2023-03-17 00:01:00,2023-03-19 19:01:00,Cold,58
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-09-05 17:29:00,2023-09-07 12:29:00,Cold,84
Feedback Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-07-15 06:04:00,2023-07-17 08:04:00,Cold,28
Contract Renewal,We would love to discuss a potential partnership. Let's connect!,2023-03-12 20:55:00,2023-03-13 00:55:00,Hot,85
Webinar Invitation,Here is an update on the project progress. Let us know your thoughts.,2023-12-05 05:40:00,2023-12-07 12:40:00,Cold,86
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-02-09 06:22:00,2023-02-09 07:22:00,Hot,71
Meeting Request,Join our upcoming webinar on industry trends. Register now!,2023-12-24 11:02:00,2023-12-26 19:02:00,Cold,79
Project Update,We would love to discuss a potential partnership. Let's connect!,2023-08-23 01:40:00,2023-08-23 07:40:00,High,79
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-10-18 06:31:00,2023-10-18 10:31:00,Hot,66
Project Update,Your contract renewal is coming up. Let's schedule a discussion.,2023-09-17 13:27:00,2023-09-17 15:27:00,Hot,72
Feedback Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-05-02 22:21:00,2023-05-03 07:21:00,High,77
Partnership Proposal,Check out our latest product offerings that might interest you.,2023-05-19 19:39:00,2023-05-20 03:39:00,High,62
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-12-29 23:51:00,2024-01-01 01:51:00,Cold,41
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-08-04 20:47:00,2023-08-05 03:47:00,High,94
Product Offering,Join our upcoming webinar on industry trends. Register now!,2023-04-14 09:05:00,2023-04-17 07:05:00,Cold,2
Special Offer,Check out our latest product offerings that might interest you.,2023-03-18 15:43:00,2023-03-19 02:43:00,High,76
Special Offer,"Hello, we would like to schedule a meeting to discuss your needs.",2023-12-27 01:19:00,2023-12-27 07:19:00,High,70
Partnership Proposal,Don't miss out on our special discount offers this week!,2023-11-29 21:30:00,2023-11-30 01:30:00,Hot,76
Contract Renewal,We would love to discuss a potential partnership. Let's connect!,2023-11-25 09:37:00,2023-11-27 10:37:00,Cold,21
